내용,결과,,긍정 댓글 수,부정 댓글 수,중립 댓글 수
백신 맞는 죽는 사례 자체 제로 되는 맞든 말 하지 장난 당연한 저건 대비 비율 확률 얘기 나오는 거 자체 말 안 되는 거 죽는 나서 재수 없었네 하는 상황,37.78의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
그냥 주사 무서운 가족 차 맞은 만 몸살 정도 오고 멀 정함,33.81의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
사람 저러는 거 이해한 가는,33.86의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
머리 장식 고 사는 무뇌충 많은 거 사망자 숫자 만 가지 고 속이는 걸 그대로 믿는 초등학생 배우는 분수 모름,34.55의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
먼저 맞는 실험 쥐읎 제이,34.12의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
인과성 인정 안 하는 통계 비교 의미 있는,34.46의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
맞은 말,34.37의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
인과성 인정 안 하는,34.21의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
인과성 조사 했냐 웃기는 교수,34.03의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
오늘 예약 날 진짜 맞은 싫은,34.41의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
인정받은 명 백이 든든한가 봐요,35.02의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
관종 세상 건더기 걸렸네,35.0의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
아예 약 취소 할까,34.03의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
아는 지인 동생 화이자 맞는 사망 하여서 연락 왔던 무서운,33.96의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
통계청 통계 입맛 대로 하는 거 들통 났는데 통계 보여 코미디,34.1의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
의사 백신 맞는 죽는 인정 절대 안 해줍니다 당뇨 있는 합병증 있는 평소 질환 있는 위직 간부 아닌 백신 맞는 죽는 개죽음,36.96의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
인과성 인정 하지 않은 있잖아,34.56의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
전 세계 호들갑 학살 중임,35.0의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
부작용,35.48의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
님들 내일 백신 접종 신청 하는 날짜 일주일 가봐야 번 사람 많은 안 가는 안 맞은 되는 부작용 땜 맞은 싫은 데,39.37의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
발생 시점 어차피 확률 아닌 두려운 인식 차 후 이틀 정도 개 고생,34.69의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
무식한 헐람 다변 걸러서 고생 해보는 귀신 믿지,35.0의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
확 진자 카페 회원 수고 카페 회원 수 알아보는 판단 하신 난 안 맞은,33.91의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
띵 쏘,34.03의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
통계 현 믿음 수가 없는 어쨋든 부작용 사망 하신 분 있기 때문 백신 확실한 방역 하는 게 좋은 듯 강력범죄 비슷한 수준 처벌 하는 게 좋은 방역 될 듯,34.12의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
솔직히 안정 성 의심스러운 되는 건 사실 이하 맞은 해도 신청 안 했으면 인과성 보고 하려는 시위 하는 건 아닌 본 맞는 게 낫 지,36.87의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
백신 위험하다고 생각 하는 건 상관없는데 백신 유전자 조작 변 이를 일으킨다 하는 애 보기 싫네,34.0의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
제목 지 미라,34.63의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
코로나 걸리는 치료받는 센터 며칠 나오는 브이 덜고 통 스러워 입더군 반면 백신 맞은 사람 브이 보는 고통스러워하고,35.57의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
백신 맞는 죽었는데 인정 안 하면 아닌 게 되는 명 뿐이다고 하는 건 아닌,38.39의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
내 젊은 걸리는 낫는다는 마인드 문제 아닌 젊은 사람 걸리는 나이 있는 가족 지인 옮기는 게 문제 지,34.37의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
명 맞추지도 않은 팩트 하는,33.76의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
백신 맞은 코로나 걸리는 건 똑같은 데,34.03의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
썅 문 디 프레임 잡네,35.02의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
망명 흰 고무신,35.0의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
사람 눈치 보면서까지 내 몸 운 맡기는 사람 뚝심 백신 안 맞은 생각 하는 사람 용감해 보임,37.31의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
안 맞는 배 째는,33.94의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
깨어 있으라,34.03의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
대께 백 깨문,34.03의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
조중동 똥 싸지른,35.0의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
안 맞는 사람 그냥 패스 넘기자 기다리는 사람 많은,34.73의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
난 마스크 잘 쓰는 다닐라 고니 맞는 생체실험 해주는,33.96의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
기 질환 있던 코로나 죽는 코로나 사망 기 질환 있던 백신 맞는 죽는 기 질환 때문 사망 임 레전드,35.04의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
모르는 차 맞는 온다,33.74의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
맞은 마,34.41의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
백신 맞은 싫은 안 맞은 되는 없는 난리 안 맞은 땡큐 지 절대로 맞은 마라,36.76의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
나라 해주는 무료 건강검진 안 받고 암 진단 받은 치료받는 비 부담 금 커지는 코로나 백신 맞는 걸리는 나라 전액 치료받는 해주는 백신 거부 걸리는 중증 갔을 나라 치료받는 해주는 비율 줄 부담 금 커져야 하는 생각 함,37.36의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
못 났다 사람,34.01의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
팩트 백신 맞은 콜로 걸리는 전국구 한번 돌아주고 인생 있는 폼 생폼사 아닌 백신 맞는 죽는 개죽음 아닌,37.34의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
안 맞는,34.2의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
백신 맞는 죽는 아무렇게나 인정 안 해주니 명인 사람 아는 손바닥 하늘 가리나,35.94의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
하라 고,35.51의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
거 간첩 득실 거리,34.13의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
웃고 가는,34.63의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
전문가,35.54의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
월일 화이자 차 맞는 했으면 미뤄져서 월일 맞은 병원 종사 라서 강제 맞은 되는 걱정 입니다 젊은 사람 화이자 차는 어마한 무시 두려운 가져다 주죠진 심 정말 맞은 싫습니다 그만둬야 할까,34.07의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
사기꾼 인과성 성 없는 해놓고선 명 걸 방송,34.06의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
자료 질병 관리 청 나오는 자료 당연한 유리한 쪽 자료 만드는 주장 하는 건 코로나 걸리는 않았던 건강한 사람 백신 맞는 죽으니깐 저런 말 나오는 거 아는 백신 안 맞은 죽는 않은 사람 생기는 논란 되는,40.73의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
신약 인 만큼 조심하자는 취지 이해한 공감 공포 분위기 조성하 느낌이네요 부작용 사망률 대해 빗대는 데 애초 약 부작용 없는 약 없는 않은 흔한 소 화제 감기 약 표시 된 걸 보는 부작용 적혀 있는 증상 정도 심한 생명 위태 울 수도 있는 부작용 명시 되는 있는 걸 약 조심한 하는 맞은 그것 불안감 넘어 공포 가질 만 사안 아닌 같은,34.6의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
내 잖아,35.54의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
나온 내 가족 맞은 위 일임 압,33.97의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
안 맞은 누가 내 거 맞은,34.38의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
인과성 쉽게 해주겠니,34.03의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
진심 정직하게 방역 있는 싫다고 눈 돌아간 사람 많은,34.1의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
인정 안 해주는 인과성 없는 거 아는 이어 내 죽는 짜리,34.19의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
인과율 단 건 맞으려다가도 영상 보는 안 맞은,34.58의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
맞은 말 아아,33.61의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
인과성 인정 안 엉터리 방송 하지 마라 국민 기만 하지 마,34.07의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
백신 못 믿는 다시 위 하는 건 그렇다 치겠는데 마스크 벗음 여서 시위 하는 건,33.89의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
확률 낮으나 가족 명 백신 접종 후 사망 심한 부작용 발생 하면 책임지는 회피 할 테 집안 가정 파탄 것임,33.85의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
사망률 코로나 걸리는 안 죽 사람 백신 맞는 죽는다는 게 문제 입니다 안 죽 사람 백신 죽 확률 있던 자체 심각한 문제 입니다,38.55의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
팩트 백신 접종 자는 천만 명 코로나 확 진자 만 명 이란,34.3의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
화이자 백신 부작용 경험 로서 대에게 있는 백신 부작용 생각 일어납니다 대부분 경 증 판단 본인 전 백신 맞는 병원 비 만 원 날렸네요,34.07의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
백신 위험하다고 들과 뉴스 인정 할까,33.84의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
안 맞는 존 비중,34.14의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
기자 생각 그냥 존 나게 간단한 수식 만 만드 게 비교 맞는 젊은 사람 대상 해보는,33.95의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
담배 수은 당시 몸 좋은 건지 알았다,35.0의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
백신 맞는 체력 만 토막 근육 떨림 옴,33.81의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
표본 숫자 데 비교 하는 제일 웃기는 건 차 접종 포함 인과성 성인,34.17의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
본인 만 안 맞는 돌아가시던 지하 시지 잘 맞는 사람 못 맞는 하는 드런 심보 미국 보고 그러는지,34.5의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
백신 억울하게 죽는 사람 있던 거,34.35의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
임 상 확신 가지 고 접종 하는 겨,33.95의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
비교 잘 못 된 거 같은 백신 맞는 죽 확률 코로나 걸리는 죽 확률 해보는 맞는 거 아닌 젊은 층 겁 내는 아는,35.56의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
문제 백신 맞는 코로나 재 감염 됐다는 게 펙 트 지,35.1의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
사망률 만 놓는 따지는 웃기는 팩트 확률 낮아도 내 죽는 사망률,34.04의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
인과성 없는 말 믿음 수 없는 왜냐면 맞는 나서 죽는 현상 생기는 진짜,34.22의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
백신 맞는 사망 약 명 중인 성명 보류 명 제외 명 뭔가 자살 자연사 청부 살인 문자 뭔가,33.91의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
늘 생각 있던 제목 백신 답 아닌,33.56의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
결론 죽는 개죽음 거 보상 없는 보험 안 되는 선택 이니,34.32의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
가짜 뉴스 반박 해보는,34.63의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
솔직히 죽는 사람 아닌 대한민국 젊고도 나라 지키는 청년 군인 백신 죽었는데 솔직히 백신 사망 안 된다지만 뉴스 보도 백신 후 사망자 분명 연관 있던 본 다나 공짜 무스 브 못 맞은,35.7의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
거 백신 부작용 보인 대처 때문 도저히 백신 맞은 수 없는 그냥 수년 간 지켜보면서 내 알아보는 맞을게,35.34의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
맞는 게 맞은 대부분 기 질환 넘어가는 게 대부분 허수 분명,34.39의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
코로나 누적 사망자 명현 시점 작년 지금 백신 나오는 건 올해 누적 사망자 명 백신 사망자 먁 명 하면 올해 기준 백신 사망자 높은 거 아닌 백신 맞는 죽 확률 코로나 걸리는 죽 확률 더하기 해보는 정확한 나오는 듯 정확한 방송 해줘야죠,34.63의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
확률 대상 내 될지는 암도 모르는 난 예약 했으면 솔직히 떨린다,35.0의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
진짜 멀쩡하던 사람 백신 맞는 일주일 정도 지나면 사망 하는 기 질환 때문 다라고만 하는 못 믿지 몸 대해 자세히 알 고 있는 사람 있는,36.89의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
사망률 적다고 해도 접종 내 그런 당한다면 내 목숨 보상 받나요,34.12의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
백신 사망자 많긴 이마 신고 못 거 하면 될 같은 확실하면 신고 했겠냐,33.79의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
인생 번 전문가 확률 문제 아닌 낮은 확률 죽으니까 문제,34.08의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
사망자 비율 대조 할 접종 감염 했으면 접종 비점 종자 대조 해보는 맞은 빈 접종 코로나 걸리는 건 아닌,34.19의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
화이자 대신 자국 생산 아스 트 카를 팔려 하는 기사 뉴스 나오는,34.08의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
